Date of joining,Gender,Company Type,WFH Setup Available,Level,Resource Allocation,Mental Fatigue Score,Burn Rate
30/06/2008,Female,Service,No,1,2,4.7,0.27
5/8/2008,Male,Service,Yes,1,3,6.1,0.41
14/12/2008,Female,Product,No,2,4,2.7,0.16
17/08/2008,Male,Service,No,4,7,6.9,0.66
13/02/2008,Female,Service,Yes,3,6,5.9,0.49
26/06/2008,Female,Product,Yes,0,2,5.9,0.34
4/6/2008,Female,Service,No,1,3,4.4,0.29
23/12/2008,Male,Service,Yes,3,5,6.5,0.47
25/09/2008,Male,Product,Yes,0,1,5.9,0.07
27/07/2008,Female,Service,Yes,2,4,4.6,0.31
22/03/2008,Female,Product,No,2,5,6.8,0.65
3/10/2008,Female,Service,Yes,1,4,2.1,0.12
3/3/2008,Male,Product,Yes,2,5,6.5,0.51
6/12/2008,Male,Product,Yes,1,2,3.6,0.2
15/07/2008,Female,Service,Yes,1,2,3.9,0.25
10/10/2008,Male,Service,No,2,6,6.4,0.57
22/10/2008,Female,Service,Yes,3,5,5.2,0.48
3/5/2008,Male,Service,No,2,5,7.6,0.73
2/8/2008,Female,Service,Yes,0,1,3.8,0.22
15/03/2008,Female,Service,No,2,5,7.7,0.59
18/03/2008,Male,Product,Yes,1,3,5.5,0.33
13/08/2008,Male,Service,No,2,5,7.4,0.55
21/01/2008,Male,Service,No,1,4,4.8,0.36
11/10/2008,Male,Service,Yes,1,3,4.2,0.27
30/08/2008,Female,Product,Yes,2,4,5.9,0.41
8/2/2008,Female,Service,No,3,6,6,0.53
28/02/2008,Female,Service,No,4,8,9,0.74
7/1/2008,Female,Product,Yes,1,4,4.2,0.33
28/05/2008,Male,Product,No,2,6,6.7,0.54
15/11/2008,Female,Service,Yes,3,4,5.9,0.38
1/7/2008,Male,Service,Yes,3,6,6.1,0.56
2/12/2008,Male,Service,No,1,3,5.2,0.32
9/2/2008,Male,Service,No,4,7,6.7,0.51
29/05/2008,Female,Service,Yes,2,4,5.6,0.35
27/08/2008,Male,Service,No,1,2,5.3,0.49
20/12/2008,Female,Service,Yes,4,6,7.7,0.67
8/9/2008,Female,Service,No,2,4,3.5,0.29
22/08/2008,Male,Service,Yes,1,2,5.9,0.3
23/10/2008,Male,Service,No,2,4,4.7,0.4
22/02/2008,Male,Service,Yes,3,6,5,0.35
11/8/2008,Female,Service,Yes,1,2,4.7,0.23
5/10/2008,Male,Product,Yes,1,4,6.4,0.41
22/04/2008,Male,Service,Yes,3,6,7.3,0.59
21/11/2008,Female,Product,Yes,1,4,5.1,0.39
13/07/2008,Male,Product,No,2,5,5.9,0.52
9/9/2008,Female,Product,Yes,1,4,6,0.44
3/5/2008,Male,Service,No,4,7,7.6,0.68
29/08/2008,Male,Service,No,2,4,6,0.42
12/2/2008,Male,Service,Yes,3,5,6.3,0.44
17/01/2008,Male,Service,No,3,5,5.9,0.38
9/9/2008,Female,Service,No,4,6,7.2,0.64
16/09/2008,Female,Service,No,2,3,3.4,0.18
14/08/2008,Male,Service,No,2,4,7.3,0.69
26/09/2008,Male,Service,No,2,4,5.9,0.39
7/2/2008,Female,Product,Yes,2,4,4,0.32
5/7/2008,Male,Service,No,2,6,6.1,0.58
19/07/2008,Male,Service,Yes,4,7,5.6,0.49
3/10/2008,Male,Service,No,3,5,6.1,0.6
6/12/2008,Male,Service,No,2,6,8.1,0.65
23/11/2008,Female,Service,Yes,3,4,5.2,0.29
21/07/2008,Male,Service,Yes,0,1,3.1,0.17
13/10/2008,Female,Product,No,3,6,6.1,0.56
27/10/2008,Female,Service,Yes,3,6,5.6,0.43
8/12/2008,Male,Service,No,2,4,5.9,0.66
3/6/2008,Female,Service,Yes,1,2,4.5,0.29
10/7/2008,Male,Product,Yes,3,6,6.6,0.65
21/08/2008,Female,Service,Yes,1,4,6.2,0.44
11/11/2008,Female,Service,No,4,7,7,0.6
17/11/2008,Female,Service,Yes,3,5,5.4,0.34
9/2/2008,Male,Product,Yes,1,2,5.9,0.15
13/12/2008,Female,Service,Yes,2,4,5.5,0.33
25/04/2008,Female,Service,Yes,3,6,4.6,0.35
4/11/2008,Male,Service,No,5,9,7.8,0.79
18/02/2008,Female,Service,Yes,1,4,4.8,0.41
28/07/2008,Male,Service,No,4,8,9.6,0.86
28/10/2008,Female,Service,Yes,3,7,8,0.8
5/11/2008,Female,Product,Yes,3,5,5.1,0.32
19/08/2008,Female,Service,No,3,6,8.7,0.76
5/6/2008,Female,Service,Yes,0,1,2.6,0.15
29/06/2008,Female,Product,No,3,5,5.7,0.54
11/9/2008,Male,Service,No,4,8,8.8,0.7
6/7/2008,Female,Service,No,3,7,7.7,0.57
7/10/2008,Female,Product,No,1,3,5.5,0.44
9/6/2008,Female,Product,No,3,6,4.9,0.32
21/08/2008,Female,Product,No,3,5,4.7,0.38
16/05/2008,Male,Product,No,4,7,9.2,0.82
17/04/2008,Male,Product,No,3,7,6.2,0.58
21/05/2008,Female,Service,No,5,10,9.5,0.94
19/01/2008,Female,Service,No,3,6,5.3,0.43
23/02/2008,Male,Product,No,2,4,8.3,0.64
11/6/2008,Female,Service,Yes,1,4,6.8,0.5
27/03/2008,Female,Product,Yes,5,4,9.4,1
11/11/2008,Male,Service,No,3,5,5.9,0.42
28/04/2008,Female,Product,No,2,3,6.1,0.41
4/4/2008,Male,Service,Yes,2,3,3.3,0.25
28/08/2008,Male,Service,No,2,6,5.5,0.51
29/10/2008,Male,Service,Yes,1,3,5.9,0.38
7/8/2008,Female,Product,Yes,1,2,5.9,0
22/09/2008,Male,Service,No,2,7,8.8,0.8
31/12/2008,Female,Service,No,2,4,5.7,0.36
13/01/2008,Female,Service,Yes,3,4,4.3,0.38
29/04/2008,Female,Product,Yes,1,4,6.2,0.41
21/06/2008,Female,Product,No,3,5,7.1,0.64
14/10/2008,Female,Service,Yes,2,5,3.7,0.3
9/9/2008,Male,Product,No,3,6,5.7,0.44
26/09/2008,Male,Service,No,1,1,3.6,0.15
8/9/2008,Female,Service,No,4,8,7.5,0.71
6/1/2008,Male,Service,No,2,5,6.8,0.54
18/01/2008,Female,Service,Yes,2,3,5.7,0.44
1/6/2008,Female,Service,No,1,2,0.7,0
11/8/2008,Female,Service,Yes,1,4,5.9,0.46
8/3/2008,Female,Service,Yes,1,2,2.9,0.15
27/05/2008,Male,Product,Yes,2,4,2.9,0.22
13/10/2008,Male,Product,No,1,4,1.3,0.06
11/2/2008,Male,Service,No,3,5,5.9,0.55
29/09/2008,Female,Service,Yes,3,7,7.5,0.77
14/06/2008,Male,Service,No,2,3,6.3,0.48
6/3/2008,Female,Service,Yes,2,4,5.6,0.43
5/11/2008,Male,Service,Yes,2,4,2.8,0.11
24/10/2008,Male,Service,Yes,2,6,7.5,0.76
19/11/2008,Male,Service,No,1,1,5.1,0.29
19/08/2008,Male,Service,Yes,4,7,6.4,0.63
30/05/2008,Female,Service,Yes,3,7,7.1,0.58
6/12/2008,Female,Product,Yes,2,5,5.8,0.48
18/05/2008,Male,Service,Yes,0,1,3.4,0.18
18/12/2008,Male,Product,No,3,5,7.3,0.6
29/09/2008,Male,Product,Yes,1,2,4.4,0.24
5/12/2008,Female,Service,Yes,2,4,4.3,0.35
5/9/2008,Male,Service,No,1,3,4.8,0.39
24/06/2008,Male,Service,No,2,6,5.9,0.53
22/07/2008,Female,Service,Yes,2,3,4.4,0.34
7/12/2008,Male,Product,No,2,4,6.4,0.54
20/02/2008,Female,Product,Yes,1,4,5.4,0.41
12/10/2008,Female,Service,No,2,4,5.3,0.44
13/04/2008,Female,Service,Yes,0,1,2.1,0.12
11/12/2008,Female,Service,Yes,3,5,6.7,0.45
27/07/2008,Male,Service,No,2,5,4.3,0.36
27/11/2008,Male,Service,No,0,1,0.2,0
13/04/2008,Male,Service,Yes,2,3,4,0.31
28/09/2008,Female,Service,No,3,8,9.5,0.93
9/3/2008,Female,Service,Yes,2,3,2.8,0.15
27/11/2008,Female,Service,Yes,0,1,0.2,0
27/04/2008,Female,Product,No,3,5,5.1,0.38
23/10/2008,Male,Service,Yes,2,4,3.8,0.31
14/09/2008,Female,Product,No,3,7,5.9,0.52
29/11/2008,Female,Service,Yes,1,2,5.2,0.27
11/6/2008,Male,Product,Yes,3,5,6.8,0.47
2/9/2008,Male,Service,No,1,3,5.5,0.35
23/01/2008,Male,Product,No,3,6,7,0.69
31/07/2008,Female,Product,Yes,2,5,5.9,0.52
26/10/2008,Male,Service,Yes,4,8,8.1,0.69
14/04/2008,Male,Service,Yes,2,4,5,0.38
22/03/2008,Male,Product,No,2,4,7.2,0.57
13/04/2008,Male,Service,Yes,2,5,7.7,0.58
24/12/2008,Female,Service,Yes,0,1,2.6,0.09
28/02/2008,Female,Service,Yes,2,4,6,0.46
7/3/2008,Female,Service,Yes,0,1,3.2,0.12
5/10/2008,Male,Service,No,3,7,8.1,0.75
7/8/2008,Female,Service,Yes,1,4,5.5,0.47
13/05/2008,Female,Product,Yes,2,3,1.2,0.05
11/4/2008,Male,Service,No,3,7,7.6,0.79
19/01/2008,Male,Service,Yes,3,5,7.4,0.63
23/04/2008,Male,Service,Yes,3,5,5.4,0.42
21/10/2008,Male,Service,Yes,1,3,5.5,0.46
26/06/2008,Female,Service,Yes,2,4,5.9,0.62
10/3/2008,Male,Service,Yes,2,4,6.1,0.5
20/07/2008,Male,Product,Yes,2,3,5.6,0.32
20/04/2008,Female,Service,Yes,1,4,4.5,0.35
28/04/2008,Male,Product,No,4,6,6.5,0.49
19/08/2008,Female,Service,Yes,0,2,2.6,0.16
3/8/2008,Female,Service,Yes,2,3,3.7,0.29
23/04/2008,Female,Service,Yes,2,4,4.8,0.36
9/7/2008,Female,Service,Yes,2,3,4.2,0.22
27/03/2008,Female,Service,No,2,4,3.3,0.11
5/10/2008,Female,Service,No,3,6,7.9,0.62
11/2/2008,Female,Service,No,2,5,7.2,0.53
1/9/2008,Female,Product,Yes,2,6,6.4,0.55
8/8/2008,Male,Product,Yes,0,1,3.8,0.2
5/12/2008,Female,Service,No,1,1,4.9,0.27
18/10/2008,Female,Service,No,2,3,6,0.42
10/1/2008,Female,Product,Yes,3,4,6.7,0.46
7/7/2008,Female,Service,No,1,4,6.1,0.56
23/12/2008,Female,Product,No,3,6,7.2,0.59
23/07/2008,Male,Service,No,4,8,5.9,0.75
8/6/2008,Female,Product,Yes,3,4,5.7,0.38
24/03/2008,Male,Service,Yes,2,4,6.8,0.48
30/04/2008,Female,Product,Yes,1,2,5.1,0.37
24/07/2008,Male,Service,No,4,9,9.8,0.98
27/11/2008,Male,Service,No,4,6,8.3,0.66
5/8/2008,Male,Service,Yes,1,1,3.3,0.2
29/08/2008,Male,Service,Yes,4,7,7.8,0.64
15/07/2008,Female,Service,Yes,2,5,8.1,0.62
13/06/2008,Male,Product,No,2,4,3.2,0.27
29/12/2008,Male,Service,Yes,2,6,6.9,0.51
27/11/2008,Male,Product,Yes,2,6,8.3,0.74
31/05/2008,Female,Service,No,4,9,9.3,1
23/05/2008,Male,Product,Yes,2,5,7.1,0.52
14/11/2008,Male,Service,No,1,4,6,0.47
30/09/2008,Female,Service,Yes,1,2,5.9,0.48
27/12/2008,Male,Service,Yes,4,8,7.4,0.71
10/7/2008,Male,Service,No,1,4,4.6,0.36
15/11/2008,Female,Service,No,4,7,6.6,0.56
21/05/2008,Male,Service,No,3,6,5.4,0.43
30/07/2008,Female,Service,No,4,6,8.4,0.65
13/03/2008,Female,Product,No,4,8,7.5,0.67
12/11/2008,Male,Product,No,4,8,8.5,0.91
21/06/2008,Male,Product,No,3,5,5.4,0.5
1/3/2008,Male,Product,No,2,4,5.4,0.36
28/08/2008,Female,Product,Yes,0,2,3.7,0.22
8/7/2008,Male,Service,Yes,3,4,6.3,0.5
18/09/2008,Female,Service,No,3,4,6.3,0.46
29/09/2008,Male,Product,Yes,2,5,7,0.54
18/09/2008,Male,Service,Yes,1,2,5,0.31
12/5/2008,Female,Service,No,3,8,8.3,0.71
4/1/2008,Male,Service,No,3,5,6.6,0.51
21/12/2008,Male,Product,No,2,3,4.7,0.29
9/4/2008,Male,Service,Yes,2,3,2.8,0.19
21/11/2008,Female,Product,No,2,2,1.6,0.1
14/07/2008,Male,Service,No,2,4,6.6,0.44
18/09/2008,Male,Product,No,3,7,8.2,0.82
22/05/2008,Male,Service,No,2,5,5.9,0.4
21/12/2008,Male,Service,Yes,2,4,6.3,0.46
18/10/2008,Male,Product,Yes,1,1,0,0
9/12/2008,Female,Service,Yes,3,4,5.9,0.49
28/12/2008,Male,Service,Yes,4,7,7.8,0.71
19/11/2008,Male,Service,Yes,2,3,4.8,0.38
1/9/2008,Female,Service,No,2,5,6.3,0.55
14/09/2008,Female,Service,Yes,1,3,5.9,0.38
5/5/2008,Female,Service,Yes,4,9,9.1,0.73
1/11/2008,Female,Service,Yes,3,5,6.5,0.51
12/6/2008,Male,Product,Yes,2,4,5.2,0.42
15/07/2008,Female,Product,Yes,1,3,4.4,0.25
8/3/2008,Male,Service,No,2,4,5,0.41
7/3/2008,Female,Service,No,2,5,6.7,0.6
21/02/2008,Female,Service,Yes,0,1,3.6,0.17
19/10/2008,Female,Product,No,1,1,5.9,0.28
18/04/2008,Female,Product,No,1,4,5.6,0.35
15/04/2008,Female,Service,Yes,3,5,5.1,0.35
21/12/2008,Female,Product,No,4,8,8.7,0.77
17/05/2008,Female,Product,Yes,1,2,4.2,0.25
20/12/2008,Female,Service,Yes,1,3,5.9,0.41
24/07/2008,Male,Service,No,2,5,6.3,0.56
3/4/2008,Male,Service,Yes,4,7,5.9,0.62
21/05/2008,Male,Service,No,4,8,5.9,0.88
4/7/2008,Male,Service,Yes,1,2,2.1,0.16
23/10/2008,Female,Service,Yes,2,4,4.1,0.33
4/8/2008,Female,Product,No,3,5,5.9,0.57
29/07/2008,Female,Service,Yes,3,6,7.3,0.57
30/07/2008,Female,Service,Yes,1,2,5.9,0.27
2/9/2008,Female,Service,Yes,1,4,5.2,0.3
7/10/2008,Female,Service,Yes,1,4,4.4,0.39
11/2/2008,Male,Service,Yes,3,7,5.9,0.72
20/05/2008,Male,Product,No,2,5,7.1,0.53
14/09/2008,Female,Service,No,2,6,7,0.68
2/9/2008,Male,Service,No,2,4,8,0.6
5/6/2008,Female,Service,No,0,1,2.6,0.2
23/09/2008,Male,Service,Yes,0,2,2.8,0.19
22/08/2008,Female,Product,No,4,8,7.8,0.7
31/12/2008,Male,Service,Yes,2,4,5,0.47
7/8/2008,Male,Product,Yes,2,4,7.4,0.61
30/04/2008,Female,Product,No,3,5,6.4,0.59
9/7/2008,Female,Product,Yes,5,9,7.8,0.79
6/10/2008,Female,Service,Yes,0,2,5.9,0.18
29/08/2008,Male,Product,Yes,0,1,1,0.09
17/11/2008,Female,Service,No,3,6,4.3,0.36
21/02/2008,Female,Service,No,0,1,2.7,0.14
19/01/2008,Male,Product,Yes,1,2,0,0
20/02/2008,Male,Product,No,3,8,9.2,0.81
27/11/2008,Female,Product,No,4,8,7.5,0.7
13/08/2008,Male,Service,Yes,2,4,4.8,0.35
21/01/2008,Male,Product,Yes,0,1,3.9,0.26
28/10/2008,Male,Service,Yes,2,3,5.2,0.37
27/01/2008,Female,Service,No,1,2,5.2,0.36
21/08/2008,Male,Service,No,2,4,4.8,0.41
19/02/2008,Female,Service,No,3,7,6.5,0.54
27/12/2008,Male,Service,Yes,2,2,2.9,0.22
14/11/2008,Female,Service,Yes,2,4,5.9,0.33
9/5/2008,Male,Product,Yes,1,3,5.4,0.31
29/03/2008,Male,Service,Yes,2,4,4.7,0.39
14/05/2008,Male,Service,Yes,0,1,5.9,0.06
14/03/2008,Male,Product,No,3,6,6.2,0.54
31/05/2008,Female,Service,Yes,3,7,6.2,0.57
22/11/2008,Female,Service,Yes,1,2,4.1,0.31
3/1/2008,Male,Product,Yes,2,4,7.2,0.55
18/03/2008,Female,Service,Yes,2,4,5.9,0.27
29/04/2008,Male,Service,Yes,2,3,6.4,0.47
3/5/2008,Male,Service,Yes,3,6,7,0.55
9/7/2008,Female,Service,No,2,5,7,0.56
12/9/2008,Female,Service,No,2,4,4.3,0.35
16/02/2008,Male,Service,No,4,8,7.3,0.64
16/12/2008,Female,Service,Yes,4,6,5.3,0.49
12/6/2008,Female,Product,Yes,2,4,5.9,0.46
12/5/2008,Female,Service,No,0,2,2.2,0.15
30/11/2008,Female,Product,No,4,6,7.2,0.64
21/04/2008,Male,Product,Yes,1,2,4.5,0.23
1/1/2008,Male,Service,No,1,2,3.4,0.14
25/07/2008,Male,Product,No,2,4,3.6,0.28
8/6/2008,Male,Product,No,3,7,7.8,0.61
16/11/2008,Male,Service,Yes,1,3,4.9,0.32
8/11/2008,Male,Service,No,3,5,8.4,0.67
23/10/2008,Female,Product,No,3,7,7.4,0.54
24/02/2008,Male,Service,No,3,7,5.9,0.77
19/03/2008,Male,Product,No,3,5,7.3,0.55
7/4/2008,Female,Service,Yes,3,7,8.8,0.83
25/07/2008,Male,Service,No,3,6,7.1,0.69
19/02/2008,Female,Product,No,2,4,7.4,0.68
7/8/2008,Female,Product,No,2,5,8,0.6
2/5/2008,Male,Service,Yes,1,3,5.1,0.46
6/7/2008,Female,Service,Yes,1,2,4,0.32
13/01/2008,Male,Product,Yes,1,3,5.7,0.44
4/11/2008,Female,Service,Yes,1,2,4.8,0.25
2/6/2008,Male,Product,No,3,6,8,0.6
26/09/2008,Female,Service,Yes,2,3,5.5,0.4
2/10/2008,Male,Product,No,2,5,5.8,0.51
20/10/2008,Male,Service,No,3,5,6.9,0.67
23/02/2008,Male,Service,No,1,3,5.9,0.45
26/06/2008,Female,Product,No,1,3,3.7,0.31
23/04/2008,Female,Service,Yes,1,3,5.9,0.38
28/03/2008,Female,Service,No,3,6,9.3,0.81
31/10/2008,Female,Service,No,3,8,7.7,0.79
30/08/2008,Female,Service,No,1,2,5.6,0.4
18/07/2008,Male,Service,No,2,4,4.5,0.39
26/06/2008,Female,Product,Yes,1,1,3.6,0.22
3/9/2008,Female,Product,Yes,1,3,6,0.4
28/09/2008,Female,Service,No,2,3,5.9,0.22
1/4/2008,Male,Service,Yes,1,2,2,0.04
26/02/2008,Male,Service,Yes,0,1,0,0
9/9/2008,Male,Service,No,2,6,7.1,0.62
5/2/2008,Female,Service,No,1,5,5.7,0.51
14/07/2008,Male,Service,Yes,2,3,2.5,0.2
7/12/2008,Male,Service,No,1,4,6.9,0.47
8/6/2008,Female,Service,No,2,3,4.4,0.21
5/12/2008,Male,Service,Yes,3,6,6.3,0.46
21/06/2008,Male,Product,Yes,2,3,6.5,0.45
15/07/2008,Female,Service,Yes,4,7,5.9,0.56
15/12/2008,Male,Service,No,3,7,7.7,0.72
16/03/2008,Female,Product,Yes,2,4,6.4,0.41
4/1/2008,Male,Service,Yes,2,4,6.5,0.44
2/7/2008,Female,Product,Yes,4,8,5.9,1
8/9/2008,Female,Service,Yes,1,2,5.9,0.29
12/7/2008,Female,Service,Yes,2,4,5.1,0.43
15/06/2008,Male,Product,No,1,4,5.8,0.52
1/6/2008,Female,Product,Yes,3,4,5.5,0.4
13/12/2008,Female,Product,Yes,1,4,5.7,0.44
1/10/2008,Male,Service,No,2,6,7.7,0.78
13/09/2008,Female,Service,Yes,2,4,4.9,0.34
1/11/2008,Male,Service,Yes,1,4,4.9,0.39
11/6/2008,Female,Service,No,1,3,3,0.18
29/05/2008,Female,Service,Yes,3,5,5.3,0.38
18/04/2008,Male,Service,Yes,2,4,6.3,0.41
21/02/2008,Female,Product,No,2,4,4.4,0.32
1/3/2008,Male,Service,No,5,9,9.6,0.82
8/7/2008,Female,Service,Yes,3,6,7.4,0.52
28/12/2008,Female,Service,Yes,2,3,2.7,0.21
13/02/2008,Male,Service,Yes,2,5,6.3,0.56
24/07/2008,Female,Service,No,4,8,7.7,0.57
26/02/2008,Male,Service,No,1,2,4.5,0.35
10/5/2008,Female,Product,No,3,4,6,0.56
13/05/2008,Male,Product,Yes,2,4,7.3,0.64
14/11/2008,Female,Service,No,2,3,5.6,0.5
23/05/2008,Male,Product,No,2,4,7.5,0.53
24/06/2008,Female,Product,Yes,1,3,5.1,0.35
21/01/2008,Male,Service,Yes,1,1,5.9,0
16/05/2008,Female,Product,Yes,3,4,5.9,0.42
26/04/2008,Female,Service,No,3,6,7.8,0.69
19/03/2008,Male,Product,No,2,3,6.2,0.39
24/11/2008,Male,Product,Yes,4,7,7.5,0.62
4/10/2008,Female,Product,No,3,6,6.8,0.55
3/7/2008,Male,Service,No,4,6,6.7,0.64
11/8/2008,Male,Service,No,3,6,6.4,0.54
7/10/2008,Male,Service,Yes,2,5,4.9,0.31
9/3/2008,Male,Service,No,3,6,5.9,0.51
3/1/2008,Male,Product,Yes,1,4,3.7,0.25
28/11/2008,Female,Service,Yes,1,4,5.9,0.51
26/06/2008,Male,Service,Yes,3,4,7.3,0.71
22/09/2008,Male,Product,Yes,1,2,4.3,0.24
6/2/2008,Female,Product,No,0,1,2.4,0.11
4/2/2008,Male,Product,No,2,4,2.4,0.19
18/04/2008,Female,Service,Yes,2,5,5.7,0.35
23/06/2008,Female,Service,Yes,2,3,5.1,0.39
2/5/2008,Female,Service,No,2,4,5.5,0.39
19/02/2008,Male,Service,No,4,8,8.9,0.74
22/10/2008,Female,Product,No,3,7,8.6,0.7
19/04/2008,Female,Product,Yes,0,1,5.9,0.09
24/06/2008,Female,Service,Yes,2,4,5.3,0.38
15/08/2008,Male,Product,No,1,4,6.1,0.39
25/11/2008,Male,Product,No,2,3,6.6,0.46
22/06/2008,Male,Service,No,1,2,4.5,0.33
22/02/2008,Female,Service,Yes,1,1,5.9,0.24
6/11/2008,Female,Service,Yes,3,6,5.9,0.43
9/7/2008,Male,Service,Yes,1,3,5.1,0.46
13/09/2008,Female,Service,Yes,2,4,5,0.34
16/07/2008,Male,Service,Yes,4,4,5.9,0.6
26/06/2008,Female,Service,No,1,3,4.3,0.37
21/04/2008,Male,Product,No,1,3,5.8,0.37
25/06/2008,Male,Product,Yes,3,5,5.9,0.47
14/10/2008,Female,Service,Yes,3,4,4.9,0.41
8/10/2008,Female,Product,No,4,7,10,0.88
29/01/2008,Female,Service,Yes,2,4,5.3,0.47
8/8/2008,Female,Product,Yes,0,1,0,0
10/8/2008,Male,Service,Yes,2,3,5.9,0.27
11/9/2008,Female,Service,Yes,2,4,4.3,0.34
4/12/2008,Female,Service,Yes,1,4,4.2,0.3
23/11/2008,Female,Product,Yes,1,1,1,0
10/11/2008,Female,Service,No,0,1,2.4,0.11
26/12/2008,Female,Service,Yes,1,2,2.1,0.07
1/9/2008,Female,Service,Yes,1,3,5.5,0.48
20/05/2008,Male,Product,Yes,2,4,3.7,0.3
18/11/2008,Female,Product,No,1,4,7.3,0.5
26/09/2008,Male,Service,Yes,2,5,5.8,0.49
3/5/2008,Female,Product,No,3,6,4.8,0.42
25/11/2008,Male,Service,No,2,4,6.9,0.56
4/4/2008,Female,Service,Yes,4,7,6.9,0.57
30/04/2008,Male,Product,Yes,3,7,7.5,0.66
23/03/2008,Female,Service,Yes,3,5,7,0.49
17/07/2008,Female,Service,Yes,3,6,6.9,0.45
11/9/2008,Male,Product,No,5,10,7.9,0.73
2/9/2008,Male,Service,Yes,2,3,4.8,0.37
14/10/2008,Female,Product,Yes,3,6,5.4,0.45
12/4/2008,Female,Service,No,5,9,8.6,0.85
15/08/2008,Male,Service,Yes,1,2,3.2,0.12
3/9/2008,Male,Product,No,4,8,7.3,0.52
29/04/2008,Female,Service,No,2,4,4.8,0.41
30/06/2008,Female,Service,Yes,3,4,3.7,0.28
14/07/2008,Male,Product,Yes,2,4,5.1,0.37
7/1/2008,Female,Service,No,4,7,6.7,0.62
6/11/2008,Male,Service,Yes,2,4,5.3,0.47
18/06/2008,Male,Product,Yes,0,1,2.2,0.11
5/8/2008,Male,Product,No,0,1,2,0.16
14/07/2008,Female,Service,Yes,1,4,4.1,0.32
1/6/2008,Male,Service,No,1,3,5,0.38
8/10/2008,Male,Service,Yes,2,4,4.7,0.41
29/02/2008,Male,Product,No,0,1,3.9,0.26
27/10/2008,Female,Service,No,3,6,5.9,0.64
25/04/2008,Female,Service,No,4,8,7.4,0.68
29/07/2008,Male,Service,No,2,4,6.8,0.53
12/1/2008,Female,Service,Yes,1,2,4.7,0.39
8/10/2008,Female,Service,No,2,4,6.7,0.48
13/09/2008,Male,Product,Yes,1,3,5.7,0.37
6/2/2008,Female,Service,Yes,2,4,5.9,0.47
26/01/2008,Female,Product,Yes,2,4,4.7,0.41
15/10/2008,Male,Product,Yes,1,2,3.4,0.28
25/08/2008,Female,Product,No,2,4,5.2,0.38
27/08/2008,Male,Service,Yes,1,4,5.9,0.14
29/02/2008,Male,Service,Yes,2,5,6.9,0.6
25/02/2008,Female,Service,Yes,1,3,5.9,0.36
7/4/2008,Female,Service,Yes,2,4,5.9,0.42
16/05/2008,Male,Service,Yes,1,3,4.3,0.37
30/01/2008,Female,Service,Yes,2,4,5.8,0.35
27/06/2008,Male,Service,No,2,4,5.9,0.55
25/01/2008,Female,Service,Yes,3,6,5.9,0.48
25/12/2008,Male,Service,No,4,6,8.2,0.61
8/5/2008,Female,Service,Yes,2,4,5.7,0.47
21/03/2008,Male,Service,No,2,4,6.6,0.52
14/02/2008,Male,Service,Yes,4,7,7.2,0.59
19/05/2008,Female,Service,No,2,6,6.8,0.51
27/05/2008,Female,Service,Yes,3,4,5.5,0.47
9/7/2008,Female,Product,Yes,2,4,6.3,0.45
30/01/2008,Male,Service,No,2,4,5.9,0.6
20/03/2008,Male,Service,Yes,4,7,8.9,0.74
18/06/2008,Male,Service,Yes,1,3,5.8,0.44
15/04/2008,Female,Service,Yes,2,4,5.9,0.48
19/08/2008,Male,Service,No,2,4,6.8,0.52
17/08/2008,Female,Service,Yes,2,4,2.2,0.18
20/08/2008,Male,Product,Yes,2,5,6.5,0.56
28/11/2008,Male,Product,No,2,5,6.7,0.5
16/07/2008,Male,Service,Yes,1,3,3.5,0.2
16/06/2008,Male,Service,No,1,5,6.6,0.58
13/08/2008,Female,Service,Yes,1,2,5.1,0.27
27/08/2008,Female,Product,No,3,6,5.9,0.56
7/1/2008,Female,Service,No,3,5,5,0.41
20/05/2008,Male,Service,Yes,2,2,3.5,0.25
16/07/2008,Female,Service,Yes,0,4,2.7,0.19
13/07/2008,Female,Service,No,2,6,5.9,0.53
31/10/2008,Male,Service,No,0,1,2.4,0.18
4/1/2008,Male,Service,Yes,1,2,4.7,0.36
21/01/2008,Male,Product,No,2,5,6.5,0.64
25/03/2008,Male,Product,No,0,2,3.5,0.14
17/05/2008,Female,Service,Yes,2,4,6.6,0.48
5/8/2008,Male,Product,No,4,8,7.9,0.76
22/09/2008,Male,Service,Yes,2,4,2.7,0.21
18/05/2008,Male,Service,Yes,1,2,5.1,0.32
22/03/2008,Female,Product,No,2,5,6.3,0.55
23/02/2008,Male,Product,No,2,5,7,0.69
6/10/2008,Female,Service,No,3,6,7.3,0.62
15/04/2008,Male,Service,Yes,4,8,9.6,0.83
28/12/2008,Male,Product,Yes,1,2,3.7,0.31
25/07/2008,Female,Product,No,2,4,5.8,0.42
22/11/2008,Male,Service,No,3,8,7.7,0.7
25/12/2008,Male,Service,Yes,0,1,1.8,0.05
21/05/2008,Male,Product,Yes,2,4,5.6,0.48
16/11/2008,Female,Service,No,2,4,4.6,0.39
27/12/2008,Female,Product,No,3,6,6.6,0.49
17/06/2008,Female,Service,No,2,5,7.9,0.59
27/10/2008,Male,Service,No,3,5,7.2,0.49
14/10/2008,Male,Service,No,0,1,1.1,0.08
11/9/2008,Male,Service,No,4,7,6.6,0.59
24/02/2008,Female,Service,Yes,2,4,5.6,0.32
18/08/2008,Female,Service,Yes,2,5,5.3,0.42
20/02/2008,Female,Service,Yes,1,2,6.1,0.4
